,r,x,y,p,pno,tno,per,perType,actionType,actionNumber,previousAction,subType,player,shirtNumber,season,team_name
0,0,26.829999923706,40.979999542236,14,14,1,1,REGULAR,2pt,7,,jumpshot,T. Daniels,30,2019,Edmonton Stingers
1,0,19.030000686646,22.049999237061,4,4,1,1,REGULAR,2pt,11,,jumpshot,M. Gueye,3,2019,Edmonton Stingers
2,0,9.0500001907349,20.639999389648,1,1,1,1,REGULAR,2pt,15,,jumpshot,X. Moon,2,2019,Edmonton Stingers
3,0,33.849998474121,76.849998474121,2,2,1,1,REGULAR,3pt,17,,jumpshot,A. Ellis,12,2019,Edmonton Stingers
4,0,5.9299998283386,47.189998626709,2,2,1,1,REGULAR,2pt,21,,layup,A. Ellis,12,2019,Edmonton Stingers
5,0,9.8299999237061,83.919998168945,2,2,1,1,REGULAR,2pt,26,,jumpshot,A. Ellis,12,2019,Edmonton Stingers
6,0,12.319999694824,64.98999786377,4,4,1,1,REGULAR,2pt,32,,jumpshot,M. Gueye,3,2019,Edmonton Stingers
7,0,10.760000228882,15.840000152588,14,14,1,1,REGULAR,2pt,34,,jumpshot,T. Daniels,30,2019,Edmonton Stingers
8,1,6.2399997711182,54.25,4,4,1,1,REGULAR,2pt,36,,layup,M. Gueye,3,2019,Edmonton Stingers
9,1,6.4000000953674,3.6900000572205,2,2,1,1,REGULAR,3pt,39,,jumpshot,A. Ellis,12,2019,Edmonton Stingers
10,0,19.030000686646,49.169998168945,1,1,1,1,REGULAR,2pt,43,,layup,X. Moon,2,2019,Edmonton Stingers
11,0,23.870000839233,15.270000457764,1,1,1,1,REGULAR,3pt,55,,jumpshot,X. Moon,2,2019,Edmonton Stingers
12,0,7.8000001907349,53.689998626709,7,7,1,1,REGULAR,2pt,59,,layup,G. Glaze,22,2019,Edmonton Stingers
13,1,16.370000839233,57.729999542236,3,3,1,1,REGULAR,2pt,96,,jumpshot,K. Otieno,24,2019,Edmonton Stingers
14,1,18.409999847412,33.069999694824,7,7,1,1,REGULAR,2pt,79,,jumpshot,G. Glaze,22,2019,Edmonton Stingers
15,1,25.89999961853,48.319999694824,7,7,1,1,REGULAR,2pt,90,,jumpshot,G. Glaze,22,2019,Edmonton Stingers
16,1,9.5200004577637,44.650001525879,12,12,1,1,REGULAR,2pt,102,,layup,A. Peter-McNeilly,14,2019,Edmonton Stingers
17,0,26.989999771118,76.569999694824,12,12,1,1,REGULAR,3pt,113,,jumpshot,A. Peter-McNeilly,14,2019,Edmonton Stingers
18,0,6.710000038147,51.150001525879,14,14,1,1,REGULAR,2pt,115,,layup,T. Daniels,30,2019,Edmonton Stingers
19,0,30.889999389648,40.700000762939,2,2,1,1,REGULAR,3pt,117,,jumpshot,A. Ellis,12,2019,Edmonton Stingers
20,0,15.289999961853,94.930000305176,3,3,1,1,REGULAR,3pt,119,,jumpshot,K. Otieno,24,2019,Edmonton Stingers
21,1,5.7699999809265,47.189998626709,7,7,1,1,REGULAR,2pt,121,,layup,G. Glaze,22,2019,Edmonton Stingers
22,0,8.5799999237061,4.25,7,7,1,1,REGULAR,3pt,124,,jumpshot,G. Glaze,22,2019,Edmonton Stingers
23,0,30.270000457764,65.550003051758,12,12,1,1,REGULAR,3pt,133,,jumpshot,A. Peter-McNeilly,14,2019,Edmonton Stingers
24,0,21.530000686646,88.150001525879,5,5,1,1,REGULAR,3pt,144,,jumpshot,J. Baker,11,2019,Edmonton Stingers
25,0,11.539999961853,96.059997558594,12,12,1,1,REGULAR,3pt,150,,jumpshot,A. Peter-McNeilly,14,2019,Edmonton Stingers
26,1,7.0199999809265,57.639999389648,14,14,1,1,REGULAR,2pt,166,,layup,T. Daniels,30,2019,Edmonton Stingers
27,1,5.9299998283386,29.959999084473,4,4,1,2,REGULAR,2pt,188,,jumpshot,M. Gueye,3,2019,Edmonton Stingers
28,1,24.020000457764,19.229999542236,1,1,1,2,REGULAR,3pt,191,,jumpshot,X. Moon,2,2019,Edmonton Stingers
29,1,5.9299998283386,53.119998931885,1,1,1,2,REGULAR,2pt,195,,layup,X. Moon,2,2019,Edmonton Stingers
30,1,4.9899997711182,49.450000762939,5,5,1,2,REGULAR,2pt,207,,layup,J. Baker,11,2019,Edmonton Stingers
31,1,22.930000305176,11.880000114441,14,14,1,2,REGULAR,3pt,230,,jumpshot,T. Daniels,30,2019,Edmonton Stingers
32,1,26.989999771118,22.049999237061,14,14,1,2,REGULAR,3pt,234,,jumpshot,T. Daniels,30,2019,Edmonton Stingers
33,1,6.2399997711182,53.409999847412,12,12,1,2,REGULAR,2pt,240,,layup,A. Peter-McNeilly,14,2019,Edmonton Stingers
34,1,26.989999771118,81.940002441406,3,3,1,2,REGULAR,3pt,255,,jumpshot,K. Otieno,24,2019,Edmonton Stingers
35,0,6.8600001335144,55.380001068115,1,1,1,2,REGULAR,2pt,258,,layup,X. Moon,2,2019,Edmonton Stingers
36,0,14.979999542236,5.6700000762939,14,14,1,2,REGULAR,3pt,266,,jumpshot,T. Daniels,30,2019,Edmonton Stingers
37,0,6.0799999237061,60.470001220703,14,14,1,2,REGULAR,2pt,269,,jumpshot,T. Daniels,30,2019,Edmonton Stingers
38,1,13.729999542236,96.059997558594,12,12,1,2,REGULAR,3pt,294,,jumpshot,A. Peter-McNeilly,14,2019,Edmonton Stingers
39,1,5.6199998855591,49.740001678467,14,14,1,2,REGULAR,2pt,303,,dunk,T. Daniels,30,2019,Edmonton Stingers
40,0,31.829999923706,52.560001373291,12,12,1,2,REGULAR,3pt,317,,jumpshot,A. Peter-McNeilly,14,2019,Edmonton Stingers
41,0,6.710000038147,46.349998474121,3,3,1,2,REGULAR,2pt,319,,layup,K. Otieno,24,2019,Edmonton Stingers
42,0,6.4000000953674,45.779998779297,7,7,1,2,REGULAR,2pt,338,,layup,G. Glaze,22,2019,Edmonton Stingers
43,1,11.229999542236,65.269996643066,7,7,1,2,REGULAR,2pt,352,,layup,G. Glaze,22,2019,Edmonton Stingers
44,0,76.290000915527,81.089996337891,14,14,1,3,REGULAR,3pt,422,,jumpshot,T. Daniels,30,2019,Edmonton Stingers
45,0,93.290000915527,55.380001068115,5,5,1,3,REGULAR,2pt,424,,layup,J. Baker,11,2019,Edmonton Stingers
46,1,94.699996948242,56.509998321533,5,5,1,3,REGULAR,2pt,449,,layup,J. Baker,11,2019,Edmonton Stingers
47,0,94.540000915527,96.629997253418,4,4,1,3,REGULAR,3pt,459,,jumpshot,M. Gueye,3,2019,Edmonton Stingers
48,0,84.709999084473,30.239999771118,1,1,1,3,REGULAR,2pt,468,,jumpshot,X. Moon,2,2019,Edmonton Stingers
49,0,95.01000213623,55.380001068115,4,4,1,3,REGULAR,2pt,474,,layup,M. Gueye,3,2019,Edmonton Stingers
50,1,95.01000213623,44.930000305176,5,5,1,3,REGULAR,2pt,495,,layup,J. Baker,11,2019,Edmonton Stingers
51,1,75.51000213623,17.25,14,14,1,3,REGULAR,3pt,520,,jumpshot,T. Daniels,30,2019,Edmonton Stingers
52,0,93.599998474121,57.360000610352,1,1,1,3,REGULAR,2pt,524,,layup,X. Moon,2,2019,Edmonton Stingers
53,0,89.550003051758,57.930000305176,7,7,1,3,REGULAR,2pt,530,,layup,G. Glaze,22,2019,Edmonton Stingers
54,1,94.230003356934,55.669998168945,7,7,1,3,REGULAR,2pt,543,,layup,G. Glaze,22,2019,Edmonton Stingers
55,1,68.800003051758,40.130001068115,7,7,1,3,REGULAR,3pt,547,,jumpshot,G. Glaze,22,2019,Edmonton Stingers
56,0,92.040000915527,91.26000213623,7,7,1,3,REGULAR,2pt,560,,jumpshot,G. Glaze,22,2019,Edmonton Stingers
57,0,69.110000610352,55.380001068115,2,2,1,3,REGULAR,3pt,562,,jumpshot,A. Ellis,12,2019,Edmonton Stingers
58,0,82.839996337891,92.110000610352,12,12,1,3,REGULAR,3pt,564,,jumpshot,A. Peter-McNeilly,14,2019,Edmonton Stingers
59,0,70.199996948242,35.049999237061,12,12,1,3,REGULAR,3pt,583,,jumpshot,A. Peter-McNeilly,14,2019,Edmonton Stingers
60,1,94.540000915527,54.819999694824,7,7,1,3,REGULAR,2pt,623,,layup,G. Glaze,22,2019,Edmonton Stingers
61,1,94.069999694824,50.869998931885,5,5,1,3,REGULAR,2pt,652,,layup,J. Baker,11,2019,Edmonton Stingers
62,0,38.849998474121,27.979999542236,7,7,1,3,REGULAR,3pt,684,,jumpshot,G. Glaze,22,2019,Edmonton Stingers
63,0,89.699996948242,20.920000076294,1,1,1,4,REGULAR,2pt,718,,jumpshot,X. Moon,2,2019,Edmonton Stingers
64,0,87.830001831055,3.9700000286102,12,12,1,4,REGULAR,3pt,722,,jumpshot,A. Peter-McNeilly,14,2019,Edmonton Stingers
65,0,92.980003356934,5.3800001144409,2,2,1,4,REGULAR,3pt,746,,jumpshot,A. Ellis,12,2019,Edmonton Stingers
66,1,82.529998779297,71.48999786377,1,1,1,4,REGULAR,2pt,750,,jumpshot,X. Moon,2,2019,Edmonton Stingers
67,0,82.529998779297,77.980003356934,1,1,1,4,REGULAR,2pt,753,,jumpshot,X. Moon,2,2019,Edmonton Stingers
68,1,70.050003051758,41.259998321533,5,5,1,4,REGULAR,3pt,766,,jumpshot,J. Baker,11,2019,Edmonton Stingers
69,0,74.569999694824,19.229999542236,1,1,1,4,REGULAR,3pt,769,,jumpshot,X. Moon,2,2019,Edmonton Stingers
70,0,91.730003356934,4.25,4,4,1,4,REGULAR,3pt,783,,jumpshot,M. Gueye,3,2019,Edmonton Stingers
71,0,94.849998474121,20.639999389648,12,12,1,4,REGULAR,2pt,793,,jumpshot,A. Peter-McNeilly,14,2019,Edmonton Stingers
72,1,93.919998168945,4.25,12,12,1,4,REGULAR,3pt,795,,jumpshot,A. Peter-McNeilly,14,2019,Edmonton Stingers
73,0,93.290000915527,96.629997253418,5,5,1,4,REGULAR,3pt,807,,jumpshot,J. Baker,11,2019,Edmonton Stingers
74,1,78.319999694824,45.220001220703,1,1,1,4,REGULAR,2pt,821,,jumpshot,X. Moon,2,2019,Edmonton Stingers
75,0,94.230003356934,57.360000610352,5,5,1,4,REGULAR,2pt,825,,layup,J. Baker,11,2019,Edmonton Stingers
76,0,92.040000915527,91.540000915527,7,7,1,4,REGULAR,2pt,833,,jumpshot,G. Glaze,22,2019,Edmonton Stingers
77,0,80.190002441406,91.540000915527,12,12,1,4,REGULAR,3pt,851,,jumpshot,A. Peter-McNeilly,14,2019,Edmonton Stingers
78,1,68.169998168945,50.869998931885,1,1,1,4,REGULAR,3pt,865,,jumpshot,X. Moon,2,2019,Edmonton Stingers
79,0,73.480003356934,75.720001220703,6,6,1,1,REGULAR,3pt,16,,jumpshot,N. Mitrovic,21,2019,Niagara River Lions
80,1,92.819999694824,42.959999084473,9,9,1,1,REGULAR,2pt,29,,layup,G. Payen-Boucard,33,2019,Niagara River Lions
81,1,69.110000610352,71.199996948242,4,4,1,1,REGULAR,3pt,34,,jumpshot,D. Pinson,4,2019,Niagara River Lions
82,1,79.25,11.60000038147,4,4,1,1,REGULAR,3pt,40,,jumpshot,D. Pinson,4,2019,Niagara River Lions
83,0,92.819999694824,57.080001831055,1,1,1,1,REGULAR,2pt,50,,layup,T. Bell-Haynes,2,2019,Niagara River Lions
84,0,93.599998474121,53.970001220703,9,9,1,1,REGULAR,2pt,52,,layup,G. Payen-Boucard,33,2019,Niagara River Lions
85,0,94.540000915527,45.5,7,7,1,1,REGULAR,2pt,54,,layup,S. Muldrow,15,2019,Niagara River Lions
86,1,95.319999694824,47.759998321533,6,6,1,1,REGULAR,2pt,59,,layup,N. Mitrovic,21,2019,Niagara River Lions
87,1,92.819999694824,3.4100000858307,6,6,1,1,REGULAR,3pt,78,,jumpshot,N. Mitrovic,21,2019,Niagara River Lions
88,1,93.76000213623,42.389999389648,1,1,1,1,REGULAR,2pt,82,,layup,T. Bell-Haynes,2,2019,Niagara River Lions
89,1,74.569999694824,82.790000915527,10,10,1,1,REGULAR,3pt,97,,jumpshot,R. Anderson,8,2019,Niagara River Lions
90,1,94.230003356934,45.220001220703,5,5,1,1,REGULAR,2pt,100,,layup,Y. Dalembert,12,2019,Niagara River Lions
91,1,78.629997253418,86.73999786377,6,6,1,1,REGULAR,3pt,128,,jumpshot,N. Mitrovic,21,2019,Niagara River Lions
92,0,66.769996643066,37.310001373291,6,6,1,1,REGULAR,3pt,130,,jumpshot,N. Mitrovic,21,2019,Niagara River Lions
93,0,71.610000610352,87.019996643066,2,2,1,1,REGULAR,3pt,159,,jumpshot,A. Johnson,3,2019,Niagara River Lions
94,0,84.089996337891,27.700000762939,9,9,1,2,REGULAR,2pt,199,,jumpshot,G. Payen-Boucard,33,2019,Niagara River Lions
95,0,93.139999389648,27.979999542236,2,2,1,2,REGULAR,2pt,201,,jumpshot,A. Johnson,3,2019,Niagara River Lions
96,0,94.379997253418,49.169998168945,5,5,1,2,REGULAR,2pt,220,,dunk,Y. Dalembert,12,2019,Niagara River Lions
97,0,88.610000610352,86.459999084473,6,6,1,2,REGULAR,2pt,222,,jumpshot,N. Mitrovic,21,2019,Niagara River Lions
98,0,69.110000610352,68.660003662109,2,2,1,2,REGULAR,3pt,224,,jumpshot,A. Johnson,3,2019,Niagara River Lions
99,0,94.069999694824,53.689998626709,6,6,1,2,REGULAR,2pt,228,,jumpshot,N. Mitrovic,21,2019,Niagara River Lions
100,0,69.580001831055,76.569999694824,10,10,1,2,REGULAR,3pt,232,,jumpshot,R. Anderson,8,2019,Niagara River Lions
101,1,94.379997253418,57.080001831055,5,5,1,2,REGULAR,2pt,234,,layup,Y. Dalembert,12,2019,Niagara River Lions
102,1,94.379997253418,57.080001831055,2,2,1,2,REGULAR,2pt,237,,layup,A. Johnson,3,2019,Niagara River Lions
103,1,81.75,93.519996643066,9,9,1,2,REGULAR,3pt,256,,jumpshot,G. Payen-Boucard,33,2019,Niagara River Lions
104,0,92.980003356934,2.0,1,1,1,2,REGULAR,3pt,265,,jumpshot,T. Bell-Haynes,2,2019,Niagara River Lions
105,1,94.0,50.0,9,9,1,2,REGULAR,2pt,267,,layup,G. Payen-Boucard,33,2019,Niagara River Lions
106,0,87.050003051758,39.0,7,7,1,2,REGULAR,2pt,281,,jumpshot,S. Muldrow,15,2019,Niagara River Lions
107,1,94.230003356934,47.479999542236,7,7,1,2,REGULAR,2pt,293,,layup,S. Muldrow,15,2019,Niagara River Lions
108,0,73.480003356934,22.620000839233,4,4,1,2,REGULAR,3pt,313,,jumpshot,D. Pinson,4,2019,Niagara River Lions
109,0,72.540000915527,78.830001831055,10,10,1,2,REGULAR,3pt,327,,jumpshot,R. Anderson,8,2019,Niagara River Lions
110,0,85.019996643066,33.069999694824,1,1,1,2,REGULAR,2pt,329,,jumpshot,T. Bell-Haynes,2,2019,Niagara River Lions
111,0,92.51000213623,53.689998626709,1,1,1,2,REGULAR,2pt,333,,layup,T. Bell-Haynes,2,2019,Niagara River Lions
112,1,93.76000213623,47.479999542236,1,1,1,2,REGULAR,2pt,368,,layup,T. Bell-Haynes,2,2019,Niagara River Lions
113,0,90.019996643066,58.490001678467,9,9,1,2,REGULAR,2pt,388,,layup,G. Payen-Boucard,33,2019,Niagara River Lions
114,1,95.319999694824,48.889999389648,9,9,1,2,REGULAR,2pt,390,,layup,G. Payen-Boucard,33,2019,Niagara River Lions
115,0,26.049999237061,44.090000152588,6,6,1,3,REGULAR,2pt,416,,jumpshot,N. Mitrovic,21,2019,Niagara River Lions
116,0,31.360000610352,37.869998931885,7,7,1,3,REGULAR,3pt,421,,jumpshot,S. Muldrow,15,2019,Niagara River Lions
117,0,29.950000762939,75.720001220703,7,7,1,3,REGULAR,3pt,425,,jumpshot,S. Muldrow,15,2019,Niagara River Lions
118,0,12.949999809265,63.860000610352,4,4,1,3,REGULAR,2pt,436,,layup,D. Pinson,4,2019,Niagara River Lions
119,0,30.270000457764,36.180000305176,6,6,1,3,REGULAR,3pt,488,,jumpshot,N. Mitrovic,21,2019,Niagara River Lions
120,0,22.459999084473,92.389999389648,9,9,1,3,REGULAR,3pt,499,,jumpshot,G. Payen-Boucard,33,2019,Niagara River Lions
121,0,3.4300000667572,3.9700000286102,4,4,1,3,REGULAR,3pt,503,,jumpshot,D. Pinson,4,2019,Niagara River Lions
122,1,6.2399997711182,54.540000915527,9,9,1,3,REGULAR,2pt,507,,layup,G. Payen-Boucard,33,2019,Niagara River Lions
123,0,30.729999542236,28.549999237061,10,10,1,3,REGULAR,3pt,521,,jumpshot,R. Anderson,8,2019,Niagara River Lions
124,1,19.809999465942,57.639999389648,10,10,1,3,REGULAR,2pt,546,,jumpshot,R. Anderson,8,2019,Niagara River Lions
125,0,8.8900003433228,61.880001068115,2,2,1,3,REGULAR,2pt,557,,layup,A. Johnson,3,2019,Niagara River Lions
126,0,4.6799998283386,3.6900000572205,9,9,1,3,REGULAR,3pt,581,,jumpshot,G. Payen-Boucard,33,2019,Niagara River Lions
127,1,5.1500000953674,48.889999389648,5,5,1,3,REGULAR,2pt,583,,layup,Y. Dalembert,12,2019,Niagara River Lions
128,1,24.489999771118,16.680000305176,10,10,1,3,REGULAR,3pt,627,,jumpshot,R. Anderson,8,2019,Niagara River Lions
129,0,4.210000038147,52.840000152588,2,2,1,3,REGULAR,2pt,631,,layup,A. Johnson,3,2019,Niagara River Lions
130,1,30.270000457764,67.25,10,10,1,3,REGULAR,3pt,634,,jumpshot,R. Anderson,8,2019,Niagara River Lions
131,1,27.299999237061,21.770000457764,2,2,1,3,REGULAR,3pt,640,,jumpshot,A. Johnson,3,2019,Niagara River Lions
132,0,30.110000610352,69.790000915527,2,2,1,4,REGULAR,3pt,658,,jumpshot,A. Johnson,3,2019,Niagara River Lions
133,1,4.6799998283386,51.430000305176,5,5,1,4,REGULAR,2pt,660,,dunk,Y. Dalembert,12,2019,Niagara River Lions
134,1,5.9299998283386,52.840000152588,9,9,1,4,REGULAR,2pt,663,,layup,G. Payen-Boucard,33,2019,Niagara River Lions
135,1,6.2399997711182,50.020000457764,4,4,1,4,REGULAR,2pt,666,,layup,D. Pinson,4,2019,Niagara River Lions
136,1,4.3699998855591,4.8200001716614,10,10,1,4,REGULAR,3pt,713,,jumpshot,R. Anderson,8,2019,Niagara River Lions
137,1,8.1099996566772,55.380001068115,9,9,1,4,REGULAR,2pt,717,,layup,G. Payen-Boucard,33,2019,Niagara River Lions
138,0,34.630001068115,58.209999084473,10,10,1,4,REGULAR,3pt,724,,jumpshot,R. Anderson,8,2019,Niagara River Lions
139,1,6.0799999237061,43.520000457764,1,1,1,4,REGULAR,2pt,744,,layup,T. Bell-Haynes,2,2019,Niagara River Lions
140,0,10.140000343323,52.0,5,5,1,4,REGULAR,2pt,766,,layup,Y. Dalembert,12,2019,Niagara River Lions
141,0,8.2700004577637,96.059997558594,6,6,1,4,REGULAR,3pt,770,,jumpshot,N. Mitrovic,21,2019,Niagara River Lions
142,0,6.2399997711182,53.970001220703,9,9,1,4,REGULAR,2pt,772,,layup,G. Payen-Boucard,33,2019,Niagara River Lions
143,1,6.8600001335144,47.479999542236,9,9,1,4,REGULAR,2pt,781,,layup,G. Payen-Boucard,33,2019,Niagara River Lions
144,0,21.370000839233,39.569999694824,10,10,1,4,REGULAR,2pt,786,,jumpshot,R. Anderson,8,2019,Niagara River Lions
145,1,9.0500001907349,55.950000762939,1,1,1,4,REGULAR,2pt,791,,layup,T. Bell-Haynes,2,2019,Niagara River Lions
146,0,4.0599999427795,96.910003662109,4,4,1,4,REGULAR,3pt,800,,jumpshot,D. Pinson,4,2019,Niagara River Lions
147,0,31.360000610352,64.98999786377,10,10,1,4,REGULAR,3pt,835,,jumpshot,R. Anderson,8,2019,Niagara River Lions
148,0,22.14999961853,13.289999961853,9,9,1,4,REGULAR,3pt,842,,jumpshot,G. Payen-Boucard,33,2019,Niagara River Lions
149,0,2.3399999141693,70.639999389648,5,5,1,4,REGULAR,2pt,844,,jumpshot,Y. Dalembert,12,2019,Niagara River Lions
150,1,95.940002441406,96.629997253418,4,4,2,1,REGULAR,3pt,9,,jumpshot,M. Johnson,11,2019,Saskatchewan Rattlers
151,0,69.269996643066,40.409999847412,4,4,2,1,REGULAR,3pt,13,,jumpshot,M. Johnson,11,2019,Saskatchewan Rattlers
152,0,93.139999389648,96.629997253418,11,11,2,1,REGULAR,3pt,19,,jumpshot,S. Keith,13,2019,Saskatchewan Rattlers
153,0,93.919998168945,96.629997253418,3,3,2,1,REGULAR,3pt,28,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
154,0,92.819999694824,42.669998168945,8,8,2,1,REGULAR,2pt,30,,hookshot,C. Posthumus,22,2019,Saskatchewan Rattlers
155,0,64.73999786377,78.269996643066,1,1,2,1,REGULAR,3pt,41,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
156,0,79.25,12.449999809265,1,1,2,1,REGULAR,3pt,57,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
157,1,93.139999389648,54.819999694824,10,10,2,1,REGULAR,2pt,78,,layup,S. Osayande,33,2019,Saskatchewan Rattlers
158,0,69.269996643066,52.0,15,15,2,1,REGULAR,3pt,92,,jumpshot,M. Jones,9,2019,Saskatchewan Rattlers
159,1,85.180000305176,33.630001068115,7,7,2,1,REGULAR,2pt,104,,jumpshot,R. Ejim,15,2019,Saskatchewan Rattlers
160,0,90.480003356934,88.720001220703,11,11,2,1,REGULAR,2pt,111,,jumpshot,S. Keith,13,2019,Saskatchewan Rattlers
161,1,94.069999694824,55.099998474121,7,7,2,1,REGULAR,2pt,122,,layup,R. Ejim,15,2019,Saskatchewan Rattlers
162,1,94.540000915527,50.020000457764,6,6,2,1,REGULAR,2pt,126,,dunk,J. Pryce,21,2019,Saskatchewan Rattlers
163,0,91.580001831055,92.110000610352,7,7,2,1,REGULAR,2pt,135,,jumpshot,R. Ejim,15,2019,Saskatchewan Rattlers
164,1,80.970001220703,90.410003662109,10,10,2,1,REGULAR,3pt,142,,jumpshot,S. Osayande,33,2019,Saskatchewan Rattlers
165,1,93.76000213623,49.169998168945,10,10,2,1,REGULAR,2pt,152,,hookshot,S. Osayande,33,2019,Saskatchewan Rattlers
166,1,86.269996643066,41.540000915527,8,8,2,2,REGULAR,2pt,187,,hookshot,C. Posthumus,22,2019,Saskatchewan Rattlers
167,1,95.01000213623,52.840000152588,15,15,2,2,REGULAR,2pt,190,,layup,M. Jones,9,2019,Saskatchewan Rattlers
168,0,71.290000915527,76.569999694824,4,4,2,2,REGULAR,3pt,193,,jumpshot,M. Johnson,11,2019,Saskatchewan Rattlers
169,0,77.069999694824,15.550000190735,1,1,2,2,REGULAR,3pt,196,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
170,0,81.900001525879,10.75,11,11,2,2,REGULAR,3pt,216,,jumpshot,S. Keith,13,2019,Saskatchewan Rattlers
171,0,92.669998168945,46.060001373291,7,7,2,2,REGULAR,2pt,219,,layup,R. Ejim,15,2019,Saskatchewan Rattlers
172,0,93.180000305176,50.590000152588,11,11,2,2,REGULAR,2pt,246,,layup,S. Keith,13,2019,Saskatchewan Rattlers
173,0,94.379997253418,67.529998779297,7,7,2,2,REGULAR,2pt,236,,jumpshot,R. Ejim,15,2019,Saskatchewan Rattlers
174,0,95.629997253418,87.019996643066,1,1,2,2,REGULAR,2pt,238,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
175,0,92.040000915527,57.080001831055,7,7,2,2,REGULAR,2pt,252,,layup,R. Ejim,15,2019,Saskatchewan Rattlers
176,1,94.230003356934,54.819999694824,7,7,2,2,REGULAR,2pt,254,,layup,R. Ejim,15,2019,Saskatchewan Rattlers
177,1,70.199996948242,70.639999389648,1,1,2,2,REGULAR,3pt,283,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
178,0,94.699996948242,58.770000457764,8,8,2,2,REGULAR,2pt,305,,layup,C. Posthumus,22,2019,Saskatchewan Rattlers
179,1,94.069999694824,51.709999084473,1,1,2,2,REGULAR,2pt,316,,layup,A. Campbell,10,2019,Saskatchewan Rattlers
180,0,80.029998779297,90.129997253418,3,3,2,2,REGULAR,3pt,321,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
181,1,78.940002441406,63.580001831055,7,7,2,2,REGULAR,2pt,354,,jumpshot,R. Ejim,15,2019,Saskatchewan Rattlers
182,1,69.419998168945,62.450000762939,3,3,2,2,REGULAR,3pt,361,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
183,0,74.879997253418,18.940000534058,3,3,2,2,REGULAR,3pt,373,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
184,0,72.540000915527,75.440002441406,1,1,2,2,REGULAR,3pt,405,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
185,0,84.709999084473,64.139999389648,6,6,2,2,REGULAR,2pt,411,,jumpshot,J. Pryce,21,2019,Saskatchewan Rattlers
186,1,9.6700000762939,49.169998168945,8,8,2,3,REGULAR,2pt,448,,hookshot,C. Posthumus,22,2019,Saskatchewan Rattlers
187,0,4.0599999427795,4.539999961853,4,4,2,3,REGULAR,3pt,472,,jumpshot,M. Johnson,11,2019,Saskatchewan Rattlers
188,0,7.0199999809265,42.959999084473,11,11,2,3,REGULAR,2pt,479,,layup,S. Keith,13,2019,Saskatchewan Rattlers
189,0,19.659999847412,11.319999694824,1,1,2,3,REGULAR,3pt,497,,jumpshot,A. Campbell,10,2019,Saskatchewan Rattlers
190,0,8.1099996566772,58.209999084473,10,10,2,3,REGULAR,2pt,512,,layup,S. Osayande,33,2019,Saskatchewan Rattlers
191,0,6.710000038147,56.799999237061,1,1,2,3,REGULAR,2pt,522,,layup,A. Campbell,10,2019,Saskatchewan Rattlers
192,0,23.239999771118,89.569999694824,3,3,2,3,REGULAR,3pt,534,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
193,1,31.049999237061,65.839996337891,4,4,2,3,REGULAR,3pt,545,,jumpshot,M. Johnson,11,2019,Saskatchewan Rattlers
194,0,7.6399998664856,50.869998931885,1,1,2,3,REGULAR,2pt,549,,layup,A. Campbell,10,2019,Saskatchewan Rattlers
195,1,5.6199998855591,45.779998779297,7,7,2,3,REGULAR,2pt,581,,layup,R. Ejim,15,2019,Saskatchewan Rattlers
196,0,9.3599996566772,60.189998626709,10,10,2,3,REGULAR,2pt,598,,layup,S. Osayande,33,2019,Saskatchewan Rattlers
197,1,7.1799998283386,53.409999847412,10,10,2,3,REGULAR,2pt,601,,layup,S. Osayande,33,2019,Saskatchewan Rattlers
198,0,4.9899997711182,97.480003356934,3,3,2,3,REGULAR,3pt,650,,jumpshot,N. Webster-Chan,14,2019,Saskatchewan Rattlers
199,1,7.0199999809265,53.689998626709,11,11,2,4,REGULAR,2pt,695,,layup,S. Keith,13,2019,Saskatchewan Rattlers
200,0,7.960000038147,70.919998168945,4,4,2,4,REGULAR,2pt,706,,jumpshot,M. Johnson,11,2019,Saskatchewan Rattlers
201,0,16.379999160767,60.189998626709,6,6,2,4,REGULAR,2pt,708,,jumpshot,J. Pryce,21,2019,Saskatchewan Rattlers
202,1,17.159999847412,46.060001373291,6,6,2,4,REGULAR,2pt,724,,jumpshot,J. Pryce,21,2019,Saskatchewan Rattlers
203,0,26.209999084473,84.199996948242,10,10,2,4,REGULAR,3pt,732,,jumpshot,S. Osayande,33,2019,Saskatchewan Rattlers
204,1,6.5500001907349,46.909999847412,11,11,2,4,REGULAR,2pt,738,,layup,S. Keith,13,2019,Saskatchewan Rattlers
205,0,6.0799999237061,27.979999542236,10,10,2,4,REGULAR,2pt,748,,jumpshot,S. Osayande,33,2019,Saskatchewan Rattlers
206,1,7.0199999809265,46.349998474121,11,11,2,4,REGULAR,2pt,768,,layup,S. Keith,13,2019,Saskatchewan Rattlers
