,r,x,y,p,pno,tno,per,perType,actionType,actionNumber,previousAction,subType,player,shirtNumber,season,team_name
4074,1,26.209999084473,78.25,4,4,2,1,REGULAR,3pt,37,,stepbackjumpshot,A. Hill,6,2024,Montreal Alliance
4075,0,20.89999961853,28.809999465942,11,11,2,1,REGULAR,2pt,39,,jumpshot,J. Bowden,8,2024,Montreal Alliance
4076,1,5.7699999809265,56.5,3,3,2,1,REGULAR,2pt,49,,drivinglayup,A. Louis,13,2024,Montreal Alliance
4077,0,6.0799999237061,46.889999389648,7,7,2,1,REGULAR,2pt,97,,layup,C. Rohlehr,25,2024,Montreal Alliance
4078,0,22.620000839233,85.879997253418,11,11,2,1,REGULAR,3pt,100,,jumpshot,J. Bowden,8,2024,Montreal Alliance
4079,0,31.360000610352,52.540000915527,10,10,2,1,REGULAR,3pt,104,,jumpshot,C. Smith,5,2024,Montreal Alliance
4080,0,8.8900003433228,50.279998779297,5,5,2,1,REGULAR,2pt,123,,drivinglayup,D. Bandoo,10,2024,Montreal Alliance
4081,0,7.8000001907349,47.180000305176,2,2,2,1,REGULAR,2pt,129,,drivinglayup,G. Payen-Boucard,9,2024,Montreal Alliance
4082,0,30.270000457764,64.410003662109,4,4,2,1,REGULAR,3pt,136,,pullupjumpshot,A. Hill,6,2024,Montreal Alliance
4083,1,12.479999542236,61.020000457764,10,10,2,1,REGULAR,2pt,144,,turnaroundjumpshot,C. Smith,5,2024,Montreal Alliance
4084,0,4.9899997711182,55.369998931885,4,4,2,2,REGULAR,2pt,182,,drivinglayup,A. Hill,6,2024,Montreal Alliance
4085,1,5.6199998855591,53.950000762939,11,11,2,2,REGULAR,2pt,186,,drivinglayup,J. Bowden,8,2024,Montreal Alliance
4086,1,9.9799995422363,77.400001525879,5,5,2,2,REGULAR,2pt,207,,pullupjumpshot,D. Bandoo,10,2024,Montreal Alliance
4087,1,6.4000000953674,3.6700000762939,6,6,2,2,REGULAR,3pt,217,,jumpshot,M. Boursiquot,23,2024,Montreal Alliance
4088,0,26.370000839233,16.950000762939,5,5,2,2,REGULAR,3pt,221,,jumpshot,D. Bandoo,10,2024,Montreal Alliance
4089,1,5.6199998855591,55.650001525879,4,4,2,2,REGULAR,2pt,224,,drivinglayup,A. Hill,6,2024,Montreal Alliance
4090,1,5.7699999809265,53.950000762939,8,8,2,2,REGULAR,2pt,236,,layup,E. Ifejeh,14,2024,Montreal Alliance
4091,0,8.4200000762939,58.759998321533,2,2,2,2,REGULAR,2pt,254,,drivinglayup,G. Payen-Boucard,9,2024,Montreal Alliance
4092,0,5.7699999809265,86.440002441406,11,11,2,2,REGULAR,2pt,258,,jumpshot,J. Bowden,8,2024,Montreal Alliance
4093,1,5.7699999809265,53.389999389648,2,2,2,2,REGULAR,2pt,263,,drivinglayup,G. Payen-Boucard,9,2024,Montreal Alliance
4094,0,26.829999923706,23.450000762939,2,2,2,2,REGULAR,3pt,292,,jumpshot,G. Payen-Boucard,9,2024,Montreal Alliance
4095,0,6.8600001335144,41.810001373291,2,2,2,2,REGULAR,2pt,298,,drivinglayup,G. Payen-Boucard,9,2024,Montreal Alliance
4096,0,28.239999771118,72.319999694824,5,5,2,2,REGULAR,3pt,328,,jumpshot,D. Bandoo,10,2024,Montreal Alliance
4097,0,30.270000457764,69.209999084473,10,10,2,2,REGULAR,3pt,331,,jumpshot,C. Smith,5,2024,Montreal Alliance
4098,0,23.39999961853,11.579999923706,11,11,2,2,REGULAR,3pt,341,,jumpshot,J. Bowden,8,2024,Montreal Alliance
4099,0,29.489999771118,70.059997558594,11,11,2,2,REGULAR,3pt,351,,jumpshot,J. Bowden,8,2024,Montreal Alliance
4100,1,5.7699999809265,55.080001831055,3,3,2,2,REGULAR,2pt,353,,layup,A. Louis,13,2024,Montreal Alliance
4101,1,20.280000686646,28.25,10,10,2,2,REGULAR,2pt,355,,jumpshot,C. Smith,5,2024,Montreal Alliance
4102,0,6.4000000953674,53.950000762939,10,10,2,2,REGULAR,2pt,365,,drivinglayup,C. Smith,5,2024,Montreal Alliance
4103,0,6.8600001335144,40.110000610352,6,6,2,2,REGULAR,2pt,375,,layup,M. Boursiquot,23,2024,Montreal Alliance
4104,1,18.10000038147,8.1899995803833,4,4,2,2,REGULAR,3pt,389,,jumpshot,A. Hill,6,2024,Montreal Alliance
4105,0,9.5200004577637,47.180000305176,4,4,2,2,REGULAR,2pt,398,,drivinglayup,A. Hill,6,2024,Montreal Alliance
4106,1,93.919998168945,46.049999237061,10,10,2,3,REGULAR,2pt,423,,drivinglayup,C. Smith,5,2024,Montreal Alliance
4107,1,93.139999389648,44.919998168945,10,10,2,3,REGULAR,2pt,434,,drivinglayup,C. Smith,5,2024,Montreal Alliance
4108,1,75.819999694824,84.180000305176,2,2,2,3,REGULAR,3pt,440,,jumpshot,G. Payen-Boucard,9,2024,Montreal Alliance
4109,0,80.809997558594,90.680000305176,3,3,2,3,REGULAR,3pt,451,,jumpshot,A. Louis,13,2024,Montreal Alliance
4110,0,94.379997253418,47.180000305176,3,3,2,3,REGULAR,2pt,459,,drivinglayup,A. Louis,13,2024,Montreal Alliance
4111,1,77.849998474121,87.569999694824,4,4,2,3,REGULAR,3pt,471,,jumpshot,A. Hill,6,2024,Montreal Alliance
4112,0,72.069999694824,76.839996337891,11,11,2,3,REGULAR,3pt,484,,jumpshot,J. Bowden,8,2024,Montreal Alliance
4113,0,92.669998168945,48.020000457764,2,2,2,3,REGULAR,2pt,499,,drivinglayup,G. Payen-Boucard,9,2024,Montreal Alliance
4114,0,78.779998779297,11.579999923706,2,2,2,3,REGULAR,3pt,509,,jumpshot,G. Payen-Boucard,9,2024,Montreal Alliance
4115,1,94.849998474121,46.049999237061,3,3,2,3,REGULAR,2pt,513,,drivinglayup,A. Louis,13,2024,Montreal Alliance
4116,0,89.23999786377,49.720001220703,3,3,2,3,REGULAR,2pt,517,,drivinglayup,A. Louis,13,2024,Montreal Alliance
4117,1,92.819999694824,55.930000305176,11,11,2,3,REGULAR,2pt,527,,layup,J. Bowden,8,2024,Montreal Alliance
4118,0,90.800003051758,59.599998474121,8,8,2,3,REGULAR,2pt,536,,layup,E. Ifejeh,14,2024,Montreal Alliance
4119,1,86.269996643066,58.470001220703,5,5,2,3,REGULAR,2pt,544,,floatingjumpshot,D. Bandoo,10,2024,Montreal Alliance
4120,0,87.050003051758,38.979999542236,4,4,2,3,REGULAR,2pt,559,,floatingjumpshot,A. Hill,6,2024,Montreal Alliance
4121,0,66.769996643066,35.029998779297,5,5,2,3,REGULAR,3pt,574,,jumpshot,D. Bandoo,10,2024,Montreal Alliance
4122,0,73.169998168945,23.159999847412,6,6,2,3,REGULAR,3pt,578,,jumpshot,M. Boursiquot,23,2024,Montreal Alliance
4123,1,76.440002441406,86.440002441406,11,11,2,3,REGULAR,3pt,610,,jumpshot,J. Bowden,8,2024,Montreal Alliance
4124,0,93.290000915527,3.6700000762939,11,11,2,4,REGULAR,3pt,624,,jumpshot,J. Bowden,8,2024,Montreal Alliance
4125,1,94.069999694824,47.180000305176,7,7,2,4,REGULAR,2pt,627,,layup,C. Rohlehr,25,2024,Montreal Alliance
4126,1,92.669998168945,55.080001831055,7,7,2,4,REGULAR,2pt,631,,layup,C. Rohlehr,25,2024,Montreal Alliance
4127,0,73.01000213623,23.729999542236,11,11,2,4,REGULAR,3pt,634,,jumpshot,J. Bowden,8,2024,Montreal Alliance
4128,0,92.51000213623,39.270000457764,10,10,2,4,REGULAR,2pt,638,,drivinglayup,C. Smith,5,2024,Montreal Alliance
4129,1,93.290000915527,53.110000610352,7,7,2,4,REGULAR,2pt,641,,layup,C. Rohlehr,25,2024,Montreal Alliance
4130,1,90.949996948242,48.869998931885,7,7,2,4,REGULAR,2pt,651,,hookshot,C. Rohlehr,25,2024,Montreal Alliance
4131,0,72.849998474121,82.769996643066,10,10,2,4,REGULAR,3pt,654,,jumpshot,C. Smith,5,2024,Montreal Alliance
4132,0,92.669998168945,45.200000762939,6,6,2,4,REGULAR,2pt,658,,layup,M. Boursiquot,23,2024,Montreal Alliance
4133,1,92.819999694824,51.130001068115,2,2,2,4,REGULAR,2pt,672,,drivinglayup,G. Payen-Boucard,9,2024,Montreal Alliance
4134,0,93.139999389648,58.759998321533,4,4,2,4,REGULAR,2pt,686,,drivinglayup,A. Hill,6,2024,Montreal Alliance
4135,0,79.879997253418,66.669998168945,11,11,2,4,REGULAR,2pt,710,,pullupjumpshot,J. Bowden,8,2024,Montreal Alliance
4136,1,92.980003356934,55.080001831055,3,3,2,4,REGULAR,2pt,716,,drivinglayup,A. Louis,13,2024,Montreal Alliance
4137,0,93.290000915527,46.330001831055,4,4,2,4,REGULAR,2pt,721,,drivinglayup,A. Hill,6,2024,Montreal Alliance
4138,1,92.819999694824,54.290000915527,7,7,1,1,REGULAR,2pt,7,,layup,J. Blair,0,2024,Niagara River Lions
4139,1,94.379997253418,54.580001831055,7,7,1,1,REGULAR,2pt,10,,layup,J. Blair,0,2024,Niagara River Lions
4140,1,94.069999694824,48.360000610352,12,12,1,1,REGULAR,2pt,14,,alleyoop,N. Cayo,13,2024,Niagara River Lions
4141,1,87.519996643066,60.509998321533,7,7,1,1,REGULAR,2pt,25,,floatingjumpshot,J. Blair,0,2024,Niagara River Lions
4142,0,92.51000213623,96.949996948242,12,12,1,1,REGULAR,3pt,30,,jumpshot,N. Cayo,13,2024,Niagara River Lions
4143,1,94.849998474121,49.209999084473,2,2,1,1,REGULAR,2pt,34,,drivinglayup,K. Ahmad,4,2024,Niagara River Lions
4144,0,91.730003356934,53.159999847412,9,9,1,1,REGULAR,2pt,37,,drivinglayup,O. Moore,7,2024,Niagara River Lions
4145,1,95.319999694824,46.099998474121,12,12,1,1,REGULAR,2pt,49,,layup,N. Cayo,13,2024,Niagara River Lions
4146,0,80.029998779297,90.730003356934,7,7,1,1,REGULAR,3pt,53,,jumpshot,J. Blair,0,2024,Niagara River Lions
4147,1,87.360000610352,32.819999694824,7,7,1,1,REGULAR,2pt,55,,floatingjumpshot,J. Blair,0,2024,Niagara River Lions
4148,0,89.389999389648,65.309997558594,12,12,1,1,REGULAR,2pt,58,,drivinglayup,N. Cayo,13,2024,Niagara River Lions
4149,0,96.26000213623,35.650001525879,2,2,1,1,REGULAR,2pt,62,,drivinglayup,K. Ahmad,4,2024,Niagara River Lions
4150,0,95.629997253418,2.8800001144409,9,9,1,1,REGULAR,3pt,76,,jumpshot,O. Moore,7,2024,Niagara River Lions
4151,0,93.290000915527,45.25,2,2,1,1,REGULAR,2pt,80,,drivinglayup,K. Ahmad,4,2024,Niagara River Lions
4152,1,94.540000915527,65.029998779297,8,8,1,1,REGULAR,2pt,95,,layup,L. Love,18,2024,Niagara River Lions
4153,1,93.139999389648,30.85000038147,11,11,1,1,REGULAR,2pt,99,,hookshot,A. Rai,9,2024,Niagara River Lions
4154,0,95.629997253418,42.990001678467,11,11,1,1,REGULAR,2pt,102,,layup,A. Rai,9,2024,Niagara River Lions
4155,1,94.0,50.0,11,11,1,1,REGULAR,2pt,104,,layup,A. Rai,9,2024,Niagara River Lions
4156,0,72.230003356934,77.459999084473,2,2,1,1,REGULAR,3pt,107,,pullupjumpshot,K. Ahmad,4,2024,Niagara River Lions
4157,1,95.01000213623,57.119998931885,8,8,1,1,REGULAR,2pt,129,,layup,L. Love,18,2024,Niagara River Lions
4158,1,94.230003356934,42.990001678467,9,9,1,1,REGULAR,2pt,133,,layup,O. Moore,7,2024,Niagara River Lions
4159,0,93.76000213623,50.340000152588,9,9,1,1,REGULAR,2pt,137,,drivinglayup,O. Moore,7,2024,Niagara River Lions
4160,1,86.430000305176,68.419998168945,7,7,1,1,REGULAR,2pt,148,,floatingjumpshot,J. Blair,0,2024,Niagara River Lions
4161,1,94.540000915527,58.529998779297,8,8,1,1,REGULAR,2pt,158,,layup,L. Love,18,2024,Niagara River Lions
4162,1,94.230003356934,4.0100002288818,11,11,1,2,REGULAR,3pt,168,,jumpshot,A. Rai,9,2024,Niagara River Lions
4163,0,89.23999786377,68.980003356934,9,9,1,2,REGULAR,2pt,171,,hookshot,O. Moore,7,2024,Niagara River Lions
4164,0,96.410003662109,2.5999999046326,7,7,1,2,REGULAR,3pt,186,,stepbackjumpshot,J. Blair,0,2024,Niagara River Lions
4165,0,95.01000213623,42.150001525879,6,6,1,2,REGULAR,2pt,205,,layup,E. Lufile,22,2024,Niagara River Lions
4166,1,85.339996337891,4.0100002288818,12,12,1,2,REGULAR,3pt,223,,pullupjumpshot,N. Cayo,13,2024,Niagara River Lions
4167,1,94.540000915527,52.029998779297,9,9,1,2,REGULAR,2pt,233,,dunk,O. Moore,7,2024,Niagara River Lions
4168,1,94.230003356934,51.470001220703,7,7,1,2,REGULAR,2pt,237,,layup,J. Blair,0,2024,Niagara River Lions
4169,1,89.550003051758,97.51000213623,9,9,1,2,REGULAR,3pt,249,,jumpshot,O. Moore,7,2024,Niagara River Lions
4170,0,93.76000213623,52.599998474121,9,9,1,2,REGULAR,2pt,269,,dunk,O. Moore,7,2024,Niagara River Lions
4171,0,69.419998168945,74.069999694824,2,2,1,2,REGULAR,3pt,273,,stepbackjumpshot,K. Ahmad,4,2024,Niagara River Lions
4172,0,74.410003662109,18.139999389648,7,7,1,2,REGULAR,3pt,275,,stepbackjumpshot,J. Blair,0,2024,Niagara River Lions
4173,0,88.300003051758,52.029998779297,11,11,1,2,REGULAR,2pt,288,,turnaroundjumpshot,A. Rai,9,2024,Niagara River Lions
4174,0,73.01000213623,80.279998779297,13,13,1,2,REGULAR,3pt,313,,pullupjumpshot,T. Lall,15,2024,Niagara River Lions
4175,1,95.940002441406,3.7300000190735,9,9,1,2,REGULAR,3pt,317,,jumpshot,O. Moore,7,2024,Niagara River Lions
4176,0,71.919998168945,30.0,7,7,1,2,REGULAR,3pt,345,,pullupjumpshot,J. Blair,0,2024,Niagara River Lions
4177,1,68.169998168945,41.860000610352,7,7,1,2,REGULAR,3pt,362,,jumpshot,J. Blair,0,2024,Niagara River Lions
4178,0,28.549999237061,22.940000534058,2,2,1,3,REGULAR,3pt,401,,jumpshot,K. Ahmad,4,2024,Niagara River Lions
4179,0,27.610000610352,35.080001831055,12,12,1,3,REGULAR,2pt,406,,jumpshot,N. Cayo,13,2024,Niagara River Lions
4180,0,6.0,50.0,6,6,1,3,REGULAR,2pt,408,,layup,E. Lufile,22,2024,Niagara River Lions
4181,1,12.640000343323,2.3199999332428,2,2,1,3,REGULAR,3pt,418,,jumpshot,K. Ahmad,4,2024,Niagara River Lions
4182,0,12.170000076294,95.540000915527,12,12,1,3,REGULAR,3pt,430,,jumpshot,N. Cayo,13,2024,Niagara River Lions
4183,1,29.020000457764,78.589996337891,9,9,1,3,REGULAR,3pt,434,,jumpshot,O. Moore,7,2024,Niagara River Lions
4184,0,7.0199999809265,96.949996948242,7,7,1,3,REGULAR,3pt,438,,jumpshot,J. Blair,0,2024,Niagara River Lions
4185,0,22.309999465942,86.779998779297,7,7,1,3,REGULAR,3pt,450,,stepbackjumpshot,J. Blair,0,2024,Niagara River Lions
4186,0,10.140000343323,59.099998474121,8,8,1,3,REGULAR,2pt,458,,hookshot,L. Love,18,2024,Niagara River Lions
4187,0,15.60000038147,92.150001525879,12,12,1,3,REGULAR,3pt,467,,jumpshot,N. Cayo,13,2024,Niagara River Lions
4188,0,6.0,50.0,8,8,1,3,REGULAR,2pt,469,,layup,L. Love,18,2024,Niagara River Lions
4189,1,7.1799998283386,52.029998779297,2,2,1,3,REGULAR,2pt,476,,layup,K. Ahmad,4,2024,Niagara River Lions
4190,0,7.1799998283386,37.340000152588,9,9,1,3,REGULAR,2pt,493,,layup,O. Moore,7,2024,Niagara River Lions
4191,0,7.8000001907349,58.529998779297,2,2,1,3,REGULAR,2pt,521,,drivinglayup,K. Ahmad,4,2024,Niagara River Lions
4192,1,5.9299998283386,26.329999923706,2,2,1,3,REGULAR,2pt,530,,stepbackjumpshot,K. Ahmad,4,2024,Niagara River Lions
4193,0,28.079999923706,79.720001220703,2,2,1,3,REGULAR,3pt,534,,pullupjumpshot,K. Ahmad,4,2024,Niagara River Lions
4194,0,6.710000038147,96.669998168945,13,13,1,3,REGULAR,3pt,548,,jumpshot,T. Lall,15,2024,Niagara River Lions
4195,0,11.539999961853,46.099998474121,12,12,1,3,REGULAR,2pt,555,,turnaroundjumpshot,N. Cayo,13,2024,Niagara River Lions
4196,0,10.760000228882,40.169998168945,7,7,1,4,REGULAR,2pt,577,,floatingjumpshot,J. Blair,0,2024,Niagara River Lions
4197,1,6.0,50.0,11,11,1,4,REGULAR,2pt,579,,layup,A. Rai,9,2024,Niagara River Lions
4198,0,11.539999961853,55.990001678467,7,7,1,4,REGULAR,2pt,583,,drivinglayup,J. Blair,0,2024,Niagara River Lions
4199,0,6.0,50.0,7,7,1,4,REGULAR,2pt,586,,layup,J. Blair,0,2024,Niagara River Lions
4200,1,32.450000762939,41.860000610352,7,7,1,4,REGULAR,3pt,596,,stepbackjumpshot,J. Blair,0,2024,Niagara River Lions
4201,0,24.959999084473,93.279998779297,7,7,1,4,REGULAR,3pt,610,,pullupjumpshot,J. Blair,0,2024,Niagara River Lions
4202,1,32.610000610352,52.599998474121,12,12,1,4,REGULAR,3pt,650,,jumpshot,N. Cayo,13,2024,Niagara River Lions
4203,0,31.979999542236,42.430000305176,2,2,1,4,REGULAR,3pt,667,,jumpshot,K. Ahmad,4,2024,Niagara River Lions
4204,1,31.360000610352,33.950000762939,12,12,1,4,REGULAR,3pt,671,,jumpshot,N. Cayo,13,2024,Niagara River Lions
4205,1,10.300000190735,96.099998474121,12,12,1,4,REGULAR,3pt,675,,jumpshot,N. Cayo,13,2024,Niagara River Lions
4206,1,5.6199998855591,56.549999237061,2,2,1,4,REGULAR,2pt,684,,drivinglayup,K. Ahmad,4,2024,Niagara River Lions
4207,1,29.639999389648,26.329999923706,2,2,1,4,REGULAR,3pt,686,,jumpshot,K. Ahmad,4,2024,Niagara River Lions
4208,1,32.450000762939,46.950000762939,2,2,1,4,REGULAR,3pt,703,,pullupjumpshot,K. Ahmad,4,2024,Niagara River Lions
4209,1,5.7699999809265,48.080001831055,2,2,1,4,REGULAR,2pt,709,,alleyoop,K. Ahmad,4,2024,Niagara River Lions
4210,0,93.919998168945,3.3900001049042,13,13,1,1,REGULAR,3pt,9,,jumpshot,T. Lall,15,2024,Niagara River Lions
4211,1,72.699996948242,23.729999542236,12,12,1,1,REGULAR,3pt,13,,jumpshot,N. Cayo,13,2024,Niagara River Lions
4212,0,68.639999389648,42.369998931885,2,2,1,1,REGULAR,3pt,16,,jumpshot,K. Ahmad,4,2024,Niagara River Lions
4213,0,94.379997253418,4.2399997711182,12,12,1,1,REGULAR,3pt,21,,jumpshot,N. Cayo,13,2024,Niagara River Lions
4214,1,91.26000213623,50.279998779297,2,2,1,1,REGULAR,2pt,38,,drivinglayup,K. Ahmad,4,2024,Niagara River Lions
4215,1,94.069999694824,53.389999389648,6,6,1,1,REGULAR,2pt,47,,layup,E. Lufile,22,2024,Niagara River Lions
4216,0,72.230003356934,80.790000915527,2,2,1,1,REGULAR,3pt,50,,jumpshot,K. Ahmad,4,2024,Niagara River Lions
4217,0,93.139999389648,97.180000305176,12,12,1,1,REGULAR,3pt,71,,jumpshot,N. Cayo,13,2024,Niagara River Lions
4218,0,68.330001831055,52.540000915527,9,9,1,1,REGULAR,3pt,73,,jumpshot,O. Moore,7,2024,Niagara River Lions
4219,1,85.959999084473,49.720001220703,8,8,1,1,REGULAR,2pt,99,,jumpshot,L. Love,17,2024,Niagara River Lions
4220,0,73.790000915527,21.469999313354,2,2,1,1,REGULAR,3pt,102,,jumpshot,K. Ahmad,4,2024,Niagara River Lions
4221,0,86.580001831055,52.819999694824,8,8,1,1,REGULAR,2pt,106,,floatingjumpshot,L. Love,17,2024,Niagara River Lions
4222,1,91.889999389648,57.060001373291,11,11,1,1,REGULAR,2pt,122,,drivinglayup,A. Rai,9,2024,Niagara River Lions
4223,0,93.919998168945,44.919998168945,1,1,1,1,REGULAR,2pt,125,,drivinglayup,K. Mackenzie,10,2024,Niagara River Lions
4224,0,93.919998168945,96.330001831055,13,13,1,1,REGULAR,3pt,142,,jumpshot,T. Lall,15,2024,Niagara River Lions
4225,0,76.129997253418,85.029998779297,13,13,1,1,REGULAR,3pt,145,,jumpshot,T. Lall,15,2024,Niagara River Lions
4226,0,81.120002746582,9.8900003433228,9,9,1,1,REGULAR,3pt,150,,jumpshot,O. Moore,7,2024,Niagara River Lions
4227,0,92.669998168945,45.200000762939,8,8,1,1,REGULAR,2pt,152,,layup,L. Love,17,2024,Niagara River Lions
4228,0,94.0,50.0,8,8,1,1,REGULAR,2pt,154,,layup,L. Love,17,2024,Niagara River Lions
4229,1,93.139999389648,48.020000457764,9,9,1,1,REGULAR,2pt,156,,layup,O. Moore,7,2024,Niagara River Lions
4230,0,47.430000305176,50.560001373291,9,9,1,1,REGULAR,3pt,174,,jumpshot,O. Moore,7,2024,Niagara River Lions
4231,1,94.540000915527,49.439998626709,8,8,1,2,REGULAR,2pt,184,,alleyoop,L. Love,17,2024,Niagara River Lions
4232,1,93.290000915527,45.200000762939,6,6,1,2,REGULAR,2pt,219,,layup,E. Lufile,22,2024,Niagara River Lions
4233,1,91.419998168945,41.529998779297,2,2,1,2,REGULAR,2pt,223,,drivinglayup,K. Ahmad,4,2024,Niagara River Lions
4234,0,76.599998474121,30.510000228882,5,5,1,2,REGULAR,2pt,251,,jumpshot,M. Calloo,6,2024,Niagara River Lions
4235,0,91.580001831055,3.1099998950958,13,13,1,2,REGULAR,3pt,260,,jumpshot,T. Lall,15,2024,Niagara River Lions
4236,0,87.360000610352,45.479999542236,12,12,1,2,REGULAR,2pt,294,,floatingjumpshot,N. Cayo,13,2024,Niagara River Lions
4237,0,92.980003356934,55.080001831055,11,11,1,2,REGULAR,2pt,296,,layup,A. Rai,9,2024,Niagara River Lions
4238,1,88.459999084473,50.0,2,2,1,2,REGULAR,2pt,330,,drivinglayup,K. Ahmad,4,2024,Niagara River Lions
4239,1,89.23999786377,49.439998626709,12,12,1,2,REGULAR,2pt,354,,jumpshot,N. Cayo,13,2024,Niagara River Lions
4240,0,90.800003051758,38.139999389648,9,9,1,2,REGULAR,2pt,387,,drivinglayup,O. Moore,7,2024,Niagara River Lions
4241,1,73.169998168945,81.360000610352,2,2,1,2,REGULAR,3pt,392,,jumpshot,K. Ahmad,4,2024,Niagara River Lions
4242,1,71.290000915527,26.270000457764,2,2,1,2,REGULAR,3pt,400,,stepbackjumpshot,K. Ahmad,4,2024,Niagara River Lions
4243,1,4.3699998855591,54.799999237061,13,13,1,3,REGULAR,2pt,416,,layup,T. Lall,15,2024,Niagara River Lions
4244,0,5.3000001907349,57.340000152588,12,12,1,3,REGULAR,2pt,428,,layup,N. Cayo,13,2024,Niagara River Lions
4245,0,7.0199999809265,2.8199999332428,9,9,1,3,REGULAR,3pt,432,,jumpshot,O. Moore,7,2024,Niagara River Lions
4246,0,30.729999542236,41.529998779297,2,2,1,3,REGULAR,3pt,436,,stepbackjumpshot,K. Ahmad,4,2024,Niagara River Lions
4247,0,8.7399997711182,63.279998779297,2,2,1,3,REGULAR,2pt,442,,drivinglayup,K. Ahmad,4,2024,Niagara River Lions
4248,0,31.670000076294,53.389999389648,2,2,1,3,REGULAR,3pt,449,,jumpshot,K. Ahmad,4,2024,Niagara River Lions
4249,0,11.229999542236,95.480003356934,13,13,1,3,REGULAR,3pt,453,,jumpshot,T. Lall,15,2024,Niagara River Lions
4250,0,5.7699999809265,53.669998168945,13,13,1,3,REGULAR,2pt,457,,drivinglayup,T. Lall,15,2024,Niagara River Lions
4251,0,6.8600001335144,61.020000457764,12,12,1,3,REGULAR,2pt,461,,drivinglayup,N. Cayo,13,2024,Niagara River Lions
4252,0,7.0199999809265,96.050003051758,11,11,1,3,REGULAR,3pt,486,,jumpshot,A. Rai,9,2024,Niagara River Lions
4253,0,5.3000001907349,57.630001068115,9,9,1,3,REGULAR,2pt,501,,layup,O. Moore,7,2024,Niagara River Lions
4254,0,7.6399998664856,61.580001831055,1,1,1,3,REGULAR,2pt,506,,drivinglayup,K. Mackenzie,10,2024,Niagara River Lions
4255,1,6.0799999237061,49.150001525879,2,2,1,3,REGULAR,2pt,508,,layup,K. Ahmad,4,2024,Niagara River Lions
4256,0,32.290000915527,67.230003356934,2,2,1,3,REGULAR,3pt,511,,jumpshot,K. Ahmad,4,2024,Niagara River Lions
4257,1,20.440000534058,11.579999923706,1,1,1,3,REGULAR,3pt,514,,jumpshot,K. Mackenzie,10,2024,Niagara River Lions
4258,1,6.8600001335144,44.069999694824,2,2,1,3,REGULAR,2pt,526,,drivinglayup,K. Ahmad,4,2024,Niagara River Lions
4259,1,5.9299998283386,59.040000915527,9,9,1,3,REGULAR,2pt,543,,jumpshot,O. Moore,7,2024,Niagara River Lions
4260,1,22.309999465942,46.049999237061,1,1,1,3,REGULAR,2pt,564,,jumpshot,K. Mackenzie,10,2024,Niagara River Lions
4261,0,5.7699999809265,96.050003051758,11,11,1,3,REGULAR,3pt,576,,jumpshot,A. Rai,9,2024,Niagara River Lions
4262,1,9.1999998092651,44.349998474121,8,8,1,4,REGULAR,2pt,626,,layup,L. Love,17,2024,Niagara River Lions
4263,0,28.549999237061,80.51000213623,2,2,1,4,REGULAR,3pt,629,,jumpshot,K. Ahmad,4,2024,Niagara River Lions
4264,1,5.9299998283386,21.190000534058,12,12,1,4,REGULAR,2pt,633,,turnaroundjumpshot,N. Cayo,13,2024,Niagara River Lions
4265,0,30.420000076294,38.700000762939,9,9,1,4,REGULAR,3pt,636,,jumpshot,O. Moore,7,2024,Niagara River Lions
4266,1,5.460000038147,54.799999237061,12,12,1,4,REGULAR,2pt,640,,layup,N. Cayo,13,2024,Niagara River Lions
4267,1,5.6199998855591,47.180000305176,9,9,1,4,REGULAR,2pt,642,,drivinglayup,O. Moore,7,2024,Niagara River Lions
4268,0,6.5500001907349,20.89999961853,12,12,1,4,REGULAR,2pt,652,,stepbackjumpshot,N. Cayo,13,2024,Niagara River Lions
4269,0,26.829999923706,78.25,12,12,1,4,REGULAR,3pt,660,,jumpshot,N. Cayo,13,2024,Niagara River Lions
4270,0,28.709999084473,28.809999465942,2,2,1,4,REGULAR,3pt,673,,jumpshot,K. Ahmad,4,2024,Niagara River Lions
4271,0,30.579999923706,34.75,2,2,1,4,REGULAR,3pt,688,,stepbackjumpshot,K. Ahmad,4,2024,Niagara River Lions
4272,1,10.920000076294,50.849998474121,13,13,1,4,REGULAR,2pt,697,,drivinglayup,T. Lall,15,2024,Niagara River Lions
4273,0,14.039999961853,94.069999694824,11,11,1,4,REGULAR,3pt,704,,jumpshot,A. Rai,9,2024,Niagara River Lions
4274,1,5.6199998855591,54.520000457764,9,9,1,4,REGULAR,2pt,706,,layup,O. Moore,7,2024,Niagara River Lions
4275,0,19.030000686646,9.8900003433228,2,2,1,4,REGULAR,3pt,712,,jumpshot,K. Ahmad,4,2024,Niagara River Lions
4276,0,24.340000152588,17.229999542236,9,9,1,4,REGULAR,3pt,717,,jumpshot,O. Moore,7,2024,Niagara River Lions
4277,0,5.6199998855591,54.520000457764,13,13,1,4,REGULAR,2pt,719,,layup,T. Lall,15,2024,Niagara River Lions
4278,1,6.710000038147,53.950000762939,12,12,1,4,REGULAR,2pt,723,,drivinglayup,N. Cayo,13,2024,Niagara River Lions
4279,1,31.670000076294,47.459999084473,2,2,1,4,REGULAR,3pt,741,,jumpshot,K. Ahmad,4,2024,Niagara River Lions
4280,1,32.450000762939,53.669998168945,2,2,1,4,REGULAR,3pt,747,,jumpshot,K. Ahmad,4,2024,Niagara River Lions
